X,Y,FID,CleverID,StopID,StopName,Timepoint,Direction,Routes_ser,NumberofRo,Latitude,Longitude,Mode,Shelter,Stop_type,On_avwk_FY,Off_avwk_F,On_avwk__1,Off_avwk_1,Ramp_Deplo,On_avwk_CY,Off_avwk_C,On_avwk__2,Off_avwk_2
-80.0094980295185,40.4478589557521,1621,98881,N71223,NORTH SIDE STATION,NA,Outbound,"BLUE, RED, SLVR",3,40.447859,-80.009498,Light Rail,No Shelter,Light Rail Station,732,38,732,38,0,3659,191,3659,191
-80.0007000295183,40.440799955752,1622,20690,P00590,FIFTH AVE AT WOOD ST,1483,Both,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",12,40.4408,-80.0007,Bus,No Shelter,Bus Stop,662.35,121.89,662,122,2.63,2094,699,2094,699
-79.9953320295196,40.439561955753,1623,99994,P03520,STEEL PLAZA STATION,NA,Outbound,"BLUE, RED, SLVR",3,40.439562,-79.995332,Light Rail,PAAC,Light Rail Station,660,430,660,430,0,3302,2152,3302,2152
-79.9998000295193,40.4424999557528,1624,180,P02310,LIBERTY AVE AT 7TH ST (CLARK BLDG),123,Outbound,"1, 11, 12, 2, 4, 6, O5, P13",8,40.4425,-79.9998,Bus,No Shelter,Bus Stop,599.7,111.03,600,111,1.81,1566,467,1566,467
-80.0039780295175,40.4414199557514,1625,98880,P70026,GATEWAY STATION,NA,Outbound,"BLUE, RED, SLVR",3,40.44142,-80.003978,Light Rail,No Shelter,Light Rail Station,589,558,589,558,0,2943,2789,2943,2789
-79.9983000295195,40.4415999557529,1626,4833,P00740,SIXTH AVE AT SMITHFIELD ST,31,Both,"41, 43, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",10,40.4416,-79.9983,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,548.33,187.62,548,188,0.96,1520,1181,1520,1181
-80.0016000295185,40.4419999557522,1627,1410,P02290,LIBERTY AVE AT 6TH ST,1477,Outbound,"13, 15, 16, 17, 7",5,40.442,-80.0016,Bus,No Shelter,Bus Stop,537.52,159.11,538,159,2.84,1511,577,1511,577
-80.0003000295196,40.443299955753,1628,20182,P00930,7TH ST AT PENN AVE,28,Both,"13, 16, 17, 2, 86, 87, 88, 91",8,40.4433,-80.0003,Bus,No Shelter,Bus Stop,529.1,654.62,529,655,3.27,1315,2012,1315,2012
-80.0042050295178,40.4421889557516,1629,99991,P70025,GATEWAY STATION,NA,Inbound,"BLUE, RED, SLVR",3,40.442189,-80.004205,Light Rail,PAAC,Light Rail Station,483,622,483,622,0,2414,3110,2414,3110
-79.9988040295194,40.4418269557529,1630,99993,P70020,WOOD STREET STATION,7099,Outbound,"BLUE, RED, SLVR",3,40.441827,-79.998804,Light Rail,PAAC,Light Rail Station,456,628,456,628,0,2279,3140,2279,3140
-79.9994380295193,40.4421489557528,1631,99992,P70021,WOOD STREET STATION,7100,Inbound,"BLUE, RED, SLVR",3,40.442149,-79.999438,Light Rail,PAAC,Light Rail Station,436,544,436,544,0,2178,2719,2178,2719
-80.0021000295183,40.441799955752,1632,45,P02470,LIBERTY AVE AT MARKET ST,828,Both,"28X, 29, 31, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P69, P7, P76, P78",18,40.4418,-80.0021,Bus,Other,Bus Stop with Non-PAAC Shelter,434.11,414.04,434,414,3.89,1862,2387,1862,2387
-80.004300029518,40.4426999557518,1633,19514,P70024,STANWIX ST AT PENN AVE FS,1463,Both,"13, 15, 16, 17, 19L, 20, 21, 22, 24, 36, 38, 7",12,40.4427,-80.0043,Bus,No Shelter,Bus Stop,424.75,66.23,425,66,0.78,1083,289,1083,289
-79.9584000295328,40.4418999557632,1634,36,E01870,FIFTH AVE AT ATWOOD STATION,666,Both,"28X, 54, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75",13,40.4419,-79.9584,Bus,PAAC,Bus Stop with PAAC Shelter,404.95,631.25,405,631,2.34,1427,2617,1427,2617
-79.9991000295183,40.4395999557521,1635,4838,P03145,SMITHFIELD ST AT FORBES AVE,NA,Outbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",13,40.4396,-79.9991,Bus,No Shelter,Bus Stop,332.01,8.52,332,9,0.98,1448,88,1448,88
-79.957900029533,40.4420999557634,1636,2565,E01360,FIFTH AVE AT OAKLAND AVE,671,Both,"54, 71A, 71B, 71C, 71D, 75, 93, P3",8,40.4421,-79.9579,Bus,No Shelter,Bus Stop,324.25,143.85,324,144,2,1346,599,1346,599
-80.005600029517,40.441399955751,1637,4126,P02650,LIBERTY AVE AT WYNDHAM GRAND HOTEL,886,Both,"26, 27, 28X, 29, 31, G2, G3, G31, P10",9,40.4414,-80.0056,Bus,No Shelter,Bus Stop,316.83,6.66,317,7,0.6,1003,38,1003,38
-80.0527150294568,40.3393759557054,1638,99939,X14472,SOUTH HILLS VILLAGE STATION,22245,Inbound,"BLUE, RED",2,40.339376,-80.052715,Light Rail,PAAC,Light Rail Station,299,3,299,3,0,1495,14,1495,14
-79.888600029558,40.4468999557827,1639,15880,E17297,EAST BUSWAY AT WILKINSBURG STATION C,1583,Inbound,"P1, P2, P3",3,40.4469,-79.8886,Busway,PAAC,Busway Station,292.01,83.81,292,84,1.96,1390,204,1390,204
-79.9952070295197,40.4398409557531,1640,99995,P03510,STEEL PLAZA STATION,NA,Inbound,"BLUE, RED, SLVR",3,40.439841,-79.995207,Light Rail,PAAC,Light Rail Station,274,872,274,872,0,1372,4360,1372,4360
-80.0001000295196,40.443299955753,1641,2932,P02860,PENN AVE AT 7TH ST,1468,Both,8,1,40.4433,-80.0001,Bus,No Shelter,Bus Stop,272.32,176.42,272,176,1.29,888,524,888,524
-79.9958000295192,40.4389999557527,1642,20293,P00585,FIFTH AVE AT ROSS ST,22210,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",8,40.439,-79.9958,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,257.16,25.59,257,26,0.96,1282,163,1282,163
-79.9988000295187,40.4400999557523,1643,20691,P00600,FIFTH AVE AT SMITHFIELD ST,NA,Both,"19L, 61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",12,40.4401,-79.9988,Bus,No Shelter,Bus Stop,254.3,34.58,254,35,1.26,929,227,929,227
-80.004400029518,40.4426999557517,1644,1502,P03440,STANWIX ST AT PENN AVE (GATEWAY #2),600,Both,"19L, 26, 27, O1, O12",5,40.4427,-80.0044,Bus,No Shelter,Bus Stop,245.13,318.03,245,318,1.98,774,1325,774,1325
-79.9996000295192,40.4417999557527,1645,4832,P03690,WOOD ST AT SIXTH AVE,41,Both,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",13,40.4418,-79.9996,Bus,No Shelter,Bus Stop,238.41,739.36,238,739,3.21,1306,2123,1306,2123
-79.9448000294933,40.3412999557336,1646,16281,S70092,WALMART DRVWY AT SHELTER (WEST MIFFLIN),2341,Both,"51, 53, 53L, 55, 59, Y47, Y49",7,40.3413,-79.9448,Bus,PAAC,Bus Stop with PAAC Shelter,234.27,272.04,234,272,3.02,469,494,469,494
-79.9577000295327,40.4409999557631,1647,29,E19130,FORBES AVE AT ATWOOD ST,759,Both,"28X, 58, 61A, 61B, 61C, 61D, 67, 69",8,40.441,-79.9577,Bus,No Shelter,Bus Stop,233.88,116.38,234,116,1.11,725,438,725,438
-80.0003000295191,40.4421999557526,1648,8778,P02280,LIBERTY AVE AT SIXTH AVE,26,Both,"29, 31, 77, 81, 82, 83, G2, G3, G31, P17, P69, P7, P76",13,40.4422,-80.0003,Bus,No Shelter,Bus Stop,231.49,207.89,231,208,1.61,812,1044,812,1044
-79.9994000295195,40.4424999557529,1649,46,P02550,LIBERTY AVE AT WOOD ST,1010,Both,"2, 28X, 86, 87, 88, 91",6,40.4425,-79.9994,Bus,No Shelter,Bus Stop,226.41,88.11,226,88,1.16,2899,1268,2899,1268
-79.9617000295307,40.4394999557616,1650,38,E01050,FIFTH AVE AT CHESTERFIELD RD,NA,Both,"28X, 54, 58, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75, 81, 83, 93, P3",18,40.4395,-79.9617,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,222.9,245.43,223,245,1.32,841,958,841,958
-79.9347000295472,40.4569999557743,1651,8205,E13795,CENTRE AVE AT NEGLEY AVE (MARKET DISTRICT),20063,Outbound,"64, 71A, 71C, 82, 86",5,40.457,-79.9347,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,221.53,213.96,222,214,2.44,579,715,579,715
-79.9964680295174,40.4355739557514,1652,99997,P02956,FIRST AVENUE STATION,NA,Inbound,"BLUE, RED, SLVR",3,40.435574,-79.996468,Light Rail,PAAC,Light Rail Station,207,153,207,153,0,1033,766,1033,766
-79.9592000295322,40.4410999557628,1653,2564,E01335,FIFTH AVE AT MEYRAN AVE,NA,Both,"54, 71A, 71B, 71C, 71D, 75, 93, P3",8,40.4411,-79.9592,Bus,No Shelter,Bus Stop,204.12,128.33,204,128,0.7,671,346,671,346
-79.9566000295339,40.442999955764,1654,2566,E02050,FIFTH AVE OPP THACKERAY AVE,NA,Both,"54, 71A, 71B, 71C, 71D, 75, 93, P3",8,40.443,-79.9566,Bus,No Shelter,Bus Stop,201.58,70.64,202,71,0.68,919,370,919,370
-79.9986000295199,40.4427999557532,1655,15266,P02320,LIBERTY AVE AT TITO WAY,NA,Both,"15, 28X, 29, 31, 7, G2, G3, G31, P10, P12, P16, P67",12,40.4428,-79.9986,Bus,No Shelter,Bus Stop,195.09,25.14,195,25,0.68,813,229,813,229
-80.0040000295173,40.4409999557512,1656,44,P03360,STANWIX ST AT FORBES AVE,NA,Outbound,"36, 38",2,40.441,-80.004,Bus,No Shelter,Bus Stop,195.06,68.05,195,68,0.79,1308,850,1308,850
-79.9231000295522,40.4593999557781,1657,8161,E17302,EAST BUSWAY AT EAST LIBERTY STATION C,1736,Inbound,"P1, P17, P2, P3, P68, P71",6,40.4594,-79.9231,Busway,PAAC,Busway Station,194.49,260.06,194,260,1.87,1252,872,1252,872
-80.0006000295182,40.4402999557519,1658,4831,P03695,WOOD ST BTW FORBES AVE & FIFTH AVE,NA,Both,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",13,40.4403,-80.0006,Bus,No Shelter,Bus Stop,191.48,601.62,191,602,3.64,1011,2082,1011,2082
-79.908300029536,40.411499955766,1659,15423,S19380,GIANT EAGLE DR AT DRUG STORE,1720,Both,"53, 53L, 57, 59, 61D, 64",6,40.4115,-79.9083,Bus,No Shelter,Bus Stop,184.82,124.29,185,124,2.68,366,229,366,229
-79.8940000295742,40.4876999557949,1660,3203,N53500,WATERWORKS MALL AT GIANT EAGLE,1496,Inbound,"1, 75, 91",3,40.4877,-79.894,Bus,PAAC,Bus Stop with PAAC Shelter,179.8,54.34,180,54,1.45,430,116,430,116
-79.8235000295535,40.3876999557799,1661,15851,E56040,WALMART AT SHELTER (N VERSAILLES),2114,Both,"55, 59, P76",3,40.3877,-79.8235,Bus,PAAC,Bus Stop with PAAC Shelter,177.25,187.69,177,188,2.76,261,281,261,281
-79.9232000295427,40.4379999557709,1662,7126,E19660,FORBES AVE AT MURRAY AVE,20013,Outbound,"61A, 61B, 61C, 61D",4,40.438,-79.9232,Bus,No Shelter,Bus Stop,176.98,204.3,177,204,1.5,450,985,450,985
-80.0008000295166,40.4368999557507,1663,4840,P03150,SMITHFIELD ST AT FT PITT BLVD,NA,Outbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",13,40.4369,-80.0008,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,176.16,10.42,176,10,0.64,493,63,493,63
-80.0026710295135,40.4313239557484,1664,99929,X14497,STATION SQUARE STATION,22243,Inbound,"BLUE, RED, SLVR",3,40.431324,-80.002671,Light Rail,PAAC,Light Rail Station,173,95,173,95,0,866,477,866,477
-80.0035000295135,40.4317999557483,1665,4841,S16570,E CARSON ST AT STATION SQUARE STATION,22018,Outbound,"43, 48, 51, 51L",4,40.4318,-80.0035,Bus,PAAC,Bus Stop with PAAC Shelter,169.55,11.29,170,11,0.64,407,72,407,72
-79.9225000295524,40.4594999557782,1666,8165,E17303,EAST BUSWAY AT EAST LIBERTY STATION A,1734,Outbound,"P1, P2, P3",3,40.4595,-79.9225,Busway,No Shelter,Busway Station,169.11,244.24,169,244,1.48,536,1097,536,1097
-80.0044000295169,40.4402999557509,1667,2261,P03315,STANWIX ST AT FOURTH AVE (PPG PLACE),22211,Inbound,"20, 21, 22, 24",4,40.4403,-80.0044,Bus,No Shelter,Bus Stop,168.97,548.92,169,549,1.49,697,1412,697,1412
-79.9423000295393,40.4444999557683,1668,7117,E19910,FORBES AVE OPP MOREWOOD AVE (CARNEGIE MELLON),NA,Outbound,"61A, 61B, 61C, 61D, 67, 69",6,40.4445,-79.9423,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,156.54,54.32,157,54,0.11,1187,471,1187,471
-79.9561000295337,40.442199955764,1669,30,E19210,FORBES AVE AT BOUQUET ST FS,NA,Both,"28X, 58, 61A, 61B, 61C, 61D, 67, 69",8,40.4422,-79.9561,Bus,No Shelter,Bus Stop,155.87,44.78,156,45,0.28,721,324,721,324
-79.8864000295467,40.4193999557742,1670,15879,E17291,EAST BUSWAY AT ROSLYN STATION C,NA,Inbound,"P1, P3",2,40.4194,-79.8864,Busway,PAAC,Busway Station,154.14,17.85,154,18,0.72,520,29,520,29
-79.9807000295193,40.4278999557529,1671,2649,S70020,S 18TH ST AT SARAH ST,NA,Outbound,"51, 54",2,40.4279,-79.9807,Bus,No Shelter,Bus Stop,152.82,82.77,153,83,0.73,210,160,210,160
-79.9599000295317,40.4405999557624,1672,17671,E01210,FIFTH AVE AT MCKEE PL FS,NA,Both,"54, 71A, 71B, 71C, 71D, 75, 93, P3",8,40.4406,-79.9599,Bus,No Shelter,Bus Stop,152.07,57.42,152,57,0.66,649,353,649,353
-79.9985000295204,40.4438999557536,1673,179,P01040,9TH ST AT PENN AVE,297,Both,"12, 2, 4, 7, 8, P13",6,40.4439,-79.9985,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,146.63,244.3,147,244,1.28,631,1240,631,1240
-80.0281730294713,40.3539329557164,1674,99925,X14540,WASHINGTON JUNCTION,22246,Inbound,"BLUE, RED, SLVR",3,40.353933,-80.028173,Light Rail,PAAC,Light Rail Station,146,15,146,15,0,729,74,729,74
-79.9235000295427,40.4380999557709,1675,7096,E19650,FORBES AVE AT MURRAY AVE FS,706,Inbound,"61A, 61B, 61C, 61D",4,40.4381,-79.9235,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,146.27,124.45,146,124,1.24,812,396,812,396
-80.0036000295171,40.4401999557511,1676,10147,P00375,FOURTH AVE AT PPG ENTRANCE,NA,Outbound,"52L, 53L, 56, 57, 58",5,40.4402,-80.0036,Bus,No Shelter,Bus Stop,142.68,28.82,143,29,0.39,722,332,722,332
-79.980700029526,40.4431999557579,1677,8627,E13385,CENTRE AVE AT DINWIDDIE ST,3100,Outbound,"81, 82, 83",3,40.4432,-79.9807,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,141.55,76.5,142,77,2.29,285,225,285,225
-80.0161860294808,40.3666109557237,1678,99908,X70011,MEMORIAL HALL,7146,Inbound,"BLUE, SLVR",2,40.366611,-80.016186,Light Rail,PAAC,Light Rail Station,140,4,140,4,0,700,21,700,21
-80.0192000295152,40.4476999557496,1679,19883,N71216,ALLEGHENY STATION BAY 1,22123,Both,14,1,40.4477,-80.0192,Bus,PAAC,Bus Stop with PAAC Shelter,140.16,15.88,140,16,0.59,274,16,274,16
-79.9954000295203,40.4411999557535,1680,1510,P02120,GRANT ST AT US STEEL STOP A,NA,Outbound,"P1, P68, P71",3,40.4412,-79.9954,Bus,No Shelter,Bus Stop,138.82,40.24,139,40,0.26,1165,465,1165,465
-80.0529000295062,40.4525999557426,1681,15281,W26180,WEST BUSWAY AT SHERADEN STATION C,212,Inbound,"28X, G2, G3, G31",4,40.4526,-80.0529,Busway,PAAC,Busway Station,137.83,36.32,138,36,1.2,596,75,596,75
-79.948900029537,40.4442999557665,1682,7115,E19870,FORBES AVE OPP CRAIG ST,20012,Both,"28X, 61A, 61B, 61C, 61D, 67, 69",7,40.4443,-79.9489,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,136.96,39.25,137,39,0.25,675,304,675,304
-79.879500029547,40.4149999557746,1683,19872,TP7010,LAYOVER-EAST BUSWAY SWISSVALE,1415,Both,"P1, P3, P71",3,40.415,-79.8795,Bus,No Shelter,Bus Stop,132.45,122.02,132,122,0.41,894,826,894,826
-79.956500029534,40.4432999557642,1684,35,E01730,FIFTH AVE AT THACKERAY AVE,NA,Both,"28X, 54, 58, 61A, 61B, 61C, 61D, 67, 69, 71A, 71B, 71C, 71D, 75, 81, 83, 93, P3",18,40.4433,-79.9565,Bus,No Shelter,Bus Stop,132.23,200.3,132,200,0.83,947,1974,947,1974
-79.9251000295524,40.4614999557782,1685,3133,E46070,PENN AVE AT HIGHLAND AVE,20069,Outbound,"71C, 74, 77, 82, 86, 88, 89",7,40.4615,-79.9251,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,132.06,113.94,132,114,1.37,342,283,342,283
-79.9805000295196,40.4284999557531,1686,2551,S00180,S 18TH ST AT E CARSON ST,609,Inbound,"51, 54",2,40.4285,-79.9805,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,131.27,154.64,131,155,0.98,268,255,268,255
-79.9999000295175,40.4382999557514,1687,4839,P03000,SMITHFIELD ST AT THIRD AVE,NA,Outbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",13,40.4383,-79.9999,Bus,No Shelter,Bus Stop,130.79,17.5,131,18,0.36,530,62,530,62
-80.0025000295182,40.4417999557519,1688,11186,P02270,LIBERTY AVE AT FIFTH AVE,NA,Both,"28X, 29, 31, G2, G3, G31, P10",7,40.4418,-80.0025,Bus,No Shelter,Bus Stop,130.36,8.35,130,8,0.52,613,86,613,86
-79.9993000295194,40.4420999557528,1689,3159,P00750,SIXTH AVE AT WOOD ST,NA,Inbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",8,40.4421,-79.9993,Bus,No Shelter,Bus Stop,125.58,388.3,126,388,1.94,901,1658,901,1658
-80.0014000295187,40.4420999557522,1690,22256,P70027,LIBERTY AVE AT 6TH ST NS (SHELTER),NA,Both,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D, P12, P16, P67",11,40.4421,-80.0014,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,125.32,361.73,125,362,1.79,1103,1601,1103,1601
-79.9981000295201,40.4427999557533,1691,15283,P02600,LIBERTY AVE OPP 9TH ST,NA,Both,"1, 11, 15, 29, 31, 39, 40, 44, 6, 77, 81, 82, 83, G2, G3, G31, O1, O12, P10, P17, P78",21,40.4428,-79.9981,Bus,No Shelter,Bus Stop,125.27,131.41,125,131,1.09,657,577,657,577
-79.9949000295216,40.4437999557546,1692,7279,P02325,LIBERTY AVE AT 10TH ST NS,2,Both,"29, 31, 39, 40, 44, G31, P1, P68, P71",9,40.4438,-79.9949,Bus,Envision Downtown,Bus Stop with Non-PAAC Shelter,122.93,343.11,123,343,1.5,1163,3639,1163,3639
-80.0072260295074,40.4208409557438,1693,99935,X14476,SOUTH HILLS JUNCTION STATION,1494,Inbound,"BLUE, RED, SLVR",3,40.420841,-80.007226,Light Rail,PAAC,Light Rail Station,121,21,121,21,0,606,104,606,104
-79.920100029553,40.4591999557788,1694,8276,E46460,PENN AVE AT SHADY AVE FS (GIANT EAGLE),NA,Outbound,"71C, 74, 75, 77, 82, 86, 88, 89",8,40.4592,-79.9201,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,120.13,64.13,120,64,0.75,426,235,426,235
-79.9246000295525,40.4613999557783,1695,8882,E46060,PENN AVE AT HIGHLAND AVE,162,Inbound,"71C, 74, 77, 82, 86, 88, 89",7,40.4614,-79.9246,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,119.32,76.66,119,77,1.8,411,252,411,252
-80.001000029523,40.4514999557555,1696,944,N13585,CEDAR AVE AT PRESSLEY ST,22111,Outbound,"11, 15, 17, 8",4,40.4515,-80.001,Bus,PAAC,Bus Stop with PAAC Shelter,117.3,66.84,117,67,1.56,232,146,232,146
-79.985300029522,40.4375999557549,1697,3245,E19720,FORBES AVE AT PRIDE ST (MERCY HOSPITAL),NA,Outbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",8,40.4376,-79.9853,Bus,UPMC Mercy,Bus Stop with Non-PAAC Shelter,115.43,57.27,115,57,1.6,264,163,264,163
-80.0387000295391,40.5166999557674,1698,619,N53630,WEST VIEW PLAZA FIRE LANE AT GIANT EAGLE,NA,Both,"13, 8",2,40.5167,-80.0387,Bus,No Shelter,Bus Stop,114.95,79.44,115,79,1,206,152,206,152
-79.9966980295173,40.4352819557512,1699,99996,P02957,FIRST AVENUE STATION,NA,Outbound,"BLUE, RED, SLVR",3,40.435282,-79.996698,Light Rail,PAAC,Light Rail Station,114,201,114,201,0,572,1005,572,1005
-79.9961000295206,40.4425999557538,1700,20698,P00860,SEVENTH AVE AT WILLIAM PENN PL,2277,Both,"28X, 77, 81, 82, 83, O1, O12",7,40.4426,-79.9961,Bus,No Shelter,Bus Stop,111.22,26.62,111,27,0.51,733,394,733,394
-79.8993000295572,40.4530999557821,1701,8154,E17299,EAST BUSWAY AT HOMEWOOD STATION C,NA,Inbound,"P1, P2, P3, P68, P71",5,40.4531,-79.8993,Busway,PAAC,Busway Station,109.85,48.71,110,49,1.57,502,177,502,177
-79.8888000295579,40.4467999557827,1702,16111,E17295,EAST BUSWAY AT WILKINSBURG STATION B,1582,Both,"69, 71, 71C, 71D, 79, 86, P12, P16, P67, P68, P69, P7, P71, P76, P78",15,40.4468,-79.8888,Busway,PAAC,Busway Station,109.08,6.86,109,7,0.41,341,29,341,29
-80.0007000295199,40.4443999557533,1703,213,P00920,7TH ST AT FT DUQUESNE BLVD,NA,Outbound,"1, 11, 12, 2, 4, 6, 8, O5, P13",9,40.4444,-80.0007,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,106.64,5.47,107,5,0.35,248,14,248,14
-79.921500029553,40.4601999557787,1704,19574,E70425,PENN AVE AT EASTSIDE III DR,NA,Outbound,"71C, 74, 77, 82, 86, 88, 89",7,40.4602,-79.9215,Bus,No Shelter,Bus Stop,105.87,80.63,106,81,0.95,349,252,349,252
-80.0718000294948,40.4407999557338,1705,3714,W07585,CRAFTON INGRAM SC AT GIANT EAGLE,NA,Both,"26, 27",2,40.4408,-80.0718,Bus,No Shelter,Bus Stop,105.7,71.39,106,71,1.71,168,124,168,124
-80.0209330294445,40.2870709556963,1706,99942,X14447,LIBRARY STATION,1400,Both,SLVR,1,40.287071,-80.020933,Light Rail,PAAC,Light Rail Station,105,91,105,91,0,527,454,527,454
-79.9986000295188,40.4401999557524,1707,22728,P70030,SMITHFIELD ST AT FIFTH AVE,NA,Outbound,"39, 40, 41, 43, 44, 48, 51, 51L, Y1, Y45, Y46, Y47, Y49",13,40.4402,-79.9986,Bus,No Shelter,Bus Stop,104.36,6.08,104,6,0.31,No Data,No Data,No Data,No Data
-80.0431800294788,40.382650955722,1708,99954,X14300,MOUNT LEBANON STATION,22239,Inbound,RED,1,40.382651,-80.04318,Light Rail,PAAC,Light Rail Station,103,9,103,9,0,514,44,514,44
-80.0305160294769,40.3684919557207,1709,99976,X13920,CASTLE SHANNON STATION,7149,Inbound,RED,1,40.368492,-80.030516,Light Rail,PAAC,Light Rail Station,102,1,102,1,0,509,6,509,6
-79.8552000295548,40.4144999557806,1710,7357,E09550,BRADDOCK HILLS SHPG CTR AT GIANT EAGLE,722,Both,"59, 61A, 61B, P68",4,40.4145,-79.8552,Bus,No Shelter,Bus Stop,101.99,88.43,102,88,2.75,247,198,247,198
-79.76610002965,40.5640999558531,1711,12658,N01935,4TH AVE AT CENTRAL CITY PLAZA,1456,Both,1,1,40.5641,-79.7661,Bus,No Shelter,Bus Stop,101.77,86.03,102,86,1.44,118,166,118,166
-79.9097000295354,40.4110999557656,1712,17740,S45375,TARGET DR AT TARGET PERIMETER RD,NA,Both,"53, 53L, 57, 59, 61D, 64",6,40.4111,-79.9097,Bus,No Shelter,Bus Stop,99.67,153.58,100,154,1.91,117,301,117,301
-79.8885000295761,40.4878999557963,1713,17655,N53510,WATERWORKS MALL AT WALMART,NA,Inbound,"1, 75, 91",3,40.4879,-79.8885,Bus,No Shelter,Bus Stop,98.21,39.64,98,40,1.13,239,69,239,69
-80.0012000295229,40.4515999557555,1714,175,N13610,CEDAR AVE OPP PRESSLEY ST,12002,Both,"1, 11, 12, 15, 17, 2, 4, 6, 7, 8",10,40.4516,-80.0012,Bus,No Shelter,Bus Stop,98.06,138.21,98,138,1.62,230,253,230,253
-79.9976000295196,40.441399955753,1715,3158,P00710,SIXTH AVE AT SMITHFIELD ST,NA,Inbound,"61A, 61B, 61C, 61D, 71A, 71B, 71C, 71D",8,40.4414,-79.9976,Bus,No Shelter,Bus Stop,97.6,375.53,98,376,2.41,574,1772,574,1772
-79.9772000295216,40.4303999557547,1716,4834,S48620,WHARTON ST AT S 20TH ST,523,Both,"81, 83",2,40.4304,-79.9772,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,97.37,115.81,97,116,2.07,153,192,153,192
-79.9621000295303,40.4389999557614,1717,2562,E01225,FIFTH AVE AT HALKET ST,NA,Both,"54, 71A, 71B, 71C, 71D, 75, 93, P3",8,40.439,-79.9621,Bus,No Shelter,Bus Stop,97.07,62.93,97,63,0.38,399,285,399,285
-80.0900000294737,40.4061999557178,1718,15276,W26140,WEST BUSWAY AT CARNEGIE STATION,207,Inbound,G2,1,40.4062,-80.09,Busway,PAAC,Busway Station,96.73,5.96,97,6,0.68,572,15,572,15
-79.9595000295314,40.4396999557623,1719,28,E19570,FORBES AVE AT MCKEE PL,NA,Both,"28X, 58, 61A, 61B, 61C, 61D, 67, 69, 81, 83",10,40.4397,-79.9595,Bus,No Shelter,Bus Stop,95.2,45.57,95,46,0.38,345,222,345,222
-80.0105150295183,40.448099955752,1720,99999,N71210,NORTH SIDE STATION,NA,Inbound,"BLUE, RED, SLVR",3,40.4481,-80.010515,Light Rail,PAAC,Light Rail Station,94,768,94,768,0,468,3841,468,3841
-79.8791000295473,40.4152999557747,1721,16063,E17293,EAST BUSWAY AT SWISSVALE STATION A,1426,Both,"P1, P3, P71",3,40.4153,-79.8791,Busway,PAAC,Busway Station,94.18,149.46,94,149,0.48,34,72,34,72
-79.9614000295302,40.4382999557613,1722,27,E19460,FORBES AVE AT HALKET ST (MAGEE HOSPITAL),NA,Both,"28X, 61A, 61B, 61C, 61D, 67, 69, 81, 83",9,40.4383,-79.9614,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,94,48.36,94,48,0.45,267,178,267,178
-80.0070000295226,40.4552999557552,1723,1557,N38480,NORTH AVE AT FEDERAL ST,1281,Both,"13, 15, 16, 17, 54",5,40.4553,-80.007,Bus,City of Pittsburgh,Bus Stop with Non-PAAC Shelter,92.61,129.03,93,129,1.53,220,251,220,251
